KODE,NAMA_PRODUK,UNIT,TANGGAL,NO_TRANSAKSI,QTY_MSK,NILAI_MSK,KATEGORI,QTY_TOTAL,NILAI_TOTAL
D0000097,DETTOL LIQ 50ML,BTL,2021-07-31,1.11-210731.1252-002,3.0,7035.11,MASUK,3.0,7035.11
D0000097,DETTOL LIQ 50ML,BTL,2021-10-14,1.11-211014.1937-003,6.0,7819.32,MASUK,6.0,7819.32
D0000098,DOT PIGEON 120ML,BTL,2021-04-08,1.11-210408.1249-001,2.0,26408.83,MASUK,2.0,26408.83
D0000098,DOT PIGEON 120ML,BTL,2021-06-03,1.11-210603.1139-002,2.0,26401.46,MASUK,2.0,26401.46
D0000098,DOT PIGEON 120ML,BTL,2021-07-01,1.13-210701.2014-001,3.0,26406.35,MASUK,3.0,26406.35
D0000098,DOT PIGEON 120ML,BTL,2021-09-09,1.11-210909.1514-007,2.0,26409.45,MASUK,2.0,26409.45
D0000098,DOT PIGEON 120ML,BTL,2021-09-09,1.11-210909.1514-007,2.0,26409.45,MASUK,2.0,26409.45
D0000098,DOT PIGEON 120ML,BTL,2021-12-16,1.11-211216.1920-003,2.0,26400.85,MASUK,2.0,26400.85
D0000098,DOT PIGEON 120ML,BTL,2021-12-30,1.11-211230.1518-003,3.0,26409.94,MASUK,3.0,26409.94
D0000099,DOT PIGEON 240ML,BTL,2021-04-08,1.11-210408.1249-001,2.0,28609.56,MASUK,2.0,28609.56
D0000099,DOT PIGEON 240ML,BTL,2021-06-03,1.11-210603.1139-002,2.0,28601.58,MASUK,2.0,28601.58
D0000099,DOT PIGEON 240ML,BTL,2021-11-04,1.11-211104.1512-002,2.0,28601.32,MASUK,2.0,28601.32
D0000100,DE COUGH MENTHOL 60ML,BTL,2021-06-02,1.13-210602.1133-003,2.0,24974.99,MASUK,2.0,24974.99
D0000100,DE COUGH MENTHOL 60ML,BTL,2021-06-23,1.13-210623.1108-002,3.0,25131.7,MASUK,3.0,25131.7
D0000100,DE COUGH MENTHOL 60ML,BTL,2021-06-30,1.11-210630.1207-001,3.0,24972.97,MASUK,3.0,24972.97
D0000100,DE COUGH MENTHOL 60ML,BTL,2021-07-17,1.13-210717.1459-001,3.0,24973.59,MASUK,3.0,24973.59
D0000100,DE COUGH MENTHOL 60ML,BTL,2021-09-29,1.13-210929.1310-004,1.0,24973.1,MASUK,1.0,24973.1
D0000100,DE COUGH MENTHOL 60ML,BTL,2021-10-16,1.11-211016.1834-003,3.0,24971.35,MASUK,3.0,24971.35
D0000101,DOT PIGEON 50ML,BTL,2021-05-20,1.11-210520.1049-002,2.0,24750.93,MASUK,2.0,24750.93
D0000101,DOT PIGEON 50ML,BTL,2021-06-03,1.11-210603.1139-002,2.0,24751.37,MASUK,2.0,24751.37
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-01-11,1.13-210111.0140-007,4.0,8177.57,MASUK,4.0,8177.57
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-01-27,1.11-210127.0356-002,4.0,7800.03,MASUK,4.0,7800.03
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-02-03,1.11-210203.1316-009,4.0,8176.74,MASUK,4.0,8176.74
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-02-10,1.9-210210.1310-005,3.0,7801.22,MASUK,3.0,7801.22
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-02-15,1.11-210215.1726-006,3.0,7514.54,MASUK,3.0,7514.54
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-02-24,1.12-210224.1121-003,4.0,7800.73,MASUK,4.0,7800.73
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-03-03,1.12-210303.1502-003,6.0,7800.86,MASUK,6.0,7800.86
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-03-10,1.11-210310.1223-005,3.0,7800.7,MASUK,3.0,7800.7
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-03-24,1.11-210324.1210-003,6.0,7800.7,MASUK,6.0,7800.7
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-04-07,1.11-210407.1300-002,3.0,7801.27,MASUK,3.0,7801.27
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-04-28,1.9-210428.1044-002,4.0,7800.71,MASUK,4.0,7800.71
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-05-05,1.13-210505.1754-004,3.0,7800.19,MASUK,3.0,7800.19
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-05-18,1.11-210518.1225-001,6.0,8176.54,MASUK,6.0,8176.54
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-06-16,1.11-210616.1231-001,3.0,19251.14,MASUK,3.0,19251.14
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-06-16,1.9-210616.1618-003,6.0,7801.15,MASUK,6.0,7801.15
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-06-23,1.13-210623.1108-002,3.0,19374.66,MASUK,3.0,19374.66
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-07-07,1.11-210707.1536-010,6.0,7800.58,MASUK,6.0,7800.58
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-07-21,1.11-210721.2007-007,6.0,7801.14,MASUK,6.0,7801.14
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-07-28,1.13-210728.1805-008,6.0,7800.52,MASUK,6.0,7800.52
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-08-25,1.13-210825.1417-004,6.0,7800.0,MASUK,6.0,7800.0
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-09-15,1.11-210915.1503-001,3.0,7800.88,MASUK,3.0,7800.88
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-10-11,1.11-211011.1830-006,6.0,7806.71,MASUK,6.0,7806.71
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-11-08,1.11-211108.1904-008,6.0,8399.93,MASUK,6.0,8399.93
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-11-15,1.13-211115.1828-001,6.0,8399.68,MASUK,6.0,8399.68
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-12-01,1.12-211201.1159-002,6.0,7800.25,MASUK,6.0,7800.25
D0000105,DE COUGH STRAWBERY 60ML,BTL,2021-12-15,1.12-211215.1619-002,6.0,7800.23,MASUK,6.0,7800.23
D000017,DEXTRAL SYR 60ML,BTL,2021-07-13,1.13-210713.1415-001,12.0,7650.67,MASUK,12.0,7650.67
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-01-13,1.6-210113.0437-006,2.0,3563.49,MASUK,2.0,3563.49
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-04-07,1.12-210407.1730-001,2.0,3563.88,MASUK,2.0,3563.88
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-04-21,1.13-210421.1715-002,2.0,3563.72,MASUK,2.0,3563.72
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-06-09,1.11-210609.1308-004,2.0,3563.54,MASUK,2.0,3563.54
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-07-07,1.11-210707.1547-011,3.0,3563.76,MASUK,3.0,3563.76
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-07-22,1.11-210722.1821-001,2.0,9500.28,MASUK,2.0,9500.28
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-09-01,1.11-210901.1732-011,2.0,3563.6,MASUK,2.0,3563.6
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-09-09,1.13-210909.1214-001,3.0,3563.5,MASUK,3.0,3563.5
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-10-27,1.12-211027.1333-001,2.0,3563.45,MASUK,2.0,3563.45
D0000171,DOMPERIDON SUSP 60ML,BTL,2021-11-18,1.11-211118.2050-003,2.0,3563.57,MASUK,2.0,3563.57
D0000172,DE COUGH ORANGE 60ML,BTL,2021-01-20,1.11-210120.0704-002,12.0,12645.57,MASUK,12.0,12645.57
D0000172,DE COUGH ORANGE 60ML,BTL,2021-02-10,1.11-210210.1514-004,12.0,12645.02,MASUK,12.0,12645.02
D0000172,DE COUGH ORANGE 60ML,BTL,2021-02-17,1.11-210217.1944-004,12.0,12645.84,MASUK,12.0,12645.84
D0000172,DE COUGH ORANGE 60ML,BTL,2021-03-17,1.12-210317.1217-005,12.0,12644.5,MASUK,12.0,12644.5
D0000172,DE COUGH ORANGE 60ML,BTL,2021-04-21,1.12-210421.1359-007,12.0,12645.23,MASUK,12.0,12645.23
D0000172,DE COUGH ORANGE 60ML,BTL,2021-05-03,1.11-210503.1244-005,3.0,21283.33,MASUK,3.0,21283.33
D0000172,DE COUGH ORANGE 60ML,BTL,2021-05-05,1.12-210505.1822-001,12.0,12645.38,MASUK,12.0,12645.38
D0000172,DE COUGH ORANGE 60ML,BTL,2021-06-16,1.11-210616.1249-004,12.0,12645.03,MASUK,12.0,12645.03
D0000172,DE COUGH ORANGE 60ML,BTL,2021-06-25,1.11-210625.1403-006,12.0,12645.35,MASUK,12.0,12645.35
D0000172,DE COUGH ORANGE 60ML,BTL,2021-07-01,1.12-210701.1919-001,1.0,21274.3,MASUK,1.0,21274.3
D0000172,DE COUGH ORANGE 60ML,BTL,2021-07-17,1.13-210717.1459-001,1.0,19252.77,MASUK,1.0,19252.77
D0000172,DE COUGH ORANGE 60ML,BTL,2021-07-17,1.13-210717.1459-001,2.0,19252.77,MASUK,2.0,19252.77
D0000172,DE COUGH ORANGE 60ML,BTL,2021-07-31,1.11-210731.1304-005,12.0,12646.85,MASUK,12.0,12646.85
D0000172,DE COUGH ORANGE 60ML,BTL,2021-09-01,1.13-210901.1137-002,12.0,12644.71,MASUK,12.0,12644.71
D0000172,DE COUGH ORANGE 60ML,BTL,2021-09-25,1.13-210925.1627-002,12.0,12645.84,MASUK,12.0,12645.84
D0000172,DE COUGH ORANGE 60ML,BTL,2021-09-29,1.13-210929.1310-004,2.0,19252.39,MASUK,2.0,19252.39
D0000172,DE COUGH ORANGE 60ML,BTL,2021-10-23,1.11-211023.1111-002,12.0,12645.05,MASUK,12.0,12645.05
D0000172,DE COUGH ORANGE 60ML,BTL,2021-11-10,1.13-211110.1310-006,12.0,12645.37,MASUK,12.0,12645.37
D0000172,DE COUGH ORANGE 60ML,BTL,2021-11-29,1.9-211129.1332-001,1.0,21278.31,MASUK,1.0,21278.31
D0000172,DE COUGH ORANGE 60ML,BTL,2021-12-04,1.11-211204.1300-003,12.0,12645.69,MASUK,12.0,12645.69
D0000172,DE COUGH ORANGE 60ML,BTL,2021-12-22,1.13-211222.1408-003,12.0,12645.51,MASUK,12.0,12645.51
D0000172,DE COUGH ORANGE 60ML,BTL,2021-12-30,1.13-211230.1834-007,1.0,21273.26,MASUK,1.0,21273.26
D0000179,DETTOL SOAP 65G,PCS,2021-09-06,1.11-210906.1215-002,3.0,3208.16,MASUK,3.0,3208.16
D0000179,DETTOL SOAP 65G,PCS,2021-11-08,1.11-211108.1811-003,2.0,2750.04,MASUK,2.0,2750.04
D0000179,DETTOL SOAP 65G,PCS,2021-11-18,1.11-211118.1107-007,3.0,0.0,MASUK,3.0,0.0
D0000180,DERMAFIX 10X25,PCS,2021-08-03,1.13-210803.1057-004,10.0,18500.0,MASUK,10.0,18500.0
D0000184,DIVOLTAR 50MG,STRIP,2021-01-20,1.11-210120.0839-005,10.0,3643.52,MASUK,10.0,3643.52
D0000184,DIVOLTAR 50MG,STRIP,2021-01-27,1.11-210127.0356-002,10.0,3643.21,MASUK,10.0,3643.21
D0000184,DIVOLTAR 50MG,STRIP,2021-02-10,1.9-210210.1310-005,10.0,3643.77,MASUK,10.0,3643.77
D0000184,DIVOLTAR 50MG,STRIP,2021-03-10,1.11-210310.1223-005,10.0,3643.53,MASUK,10.0,3643.53
D0000184,DIVOLTAR 50MG,STRIP,2021-04-07,1.11-210407.1300-002,10.0,3643.79,MASUK,10.0,3643.79
D0000184,DIVOLTAR 50MG,STRIP,2021-04-21,1.12-210421.1330-003,10.0,3643.85,MASUK,10.0,3643.85
D0000184,DIVOLTAR 50MG,STRIP,2021-04-28,1.9-210428.1044-002,10.0,3643.53,MASUK,10.0,3643.53
D0000184,DIVOLTAR 50MG,STRIP,2021-05-05,1.13-210505.1754-004,5.0,3643.29,MASUK,5.0,3643.29
D0000184,DIVOLTAR 50MG,STRIP,2021-05-19,1.12-210519.1348-007,10.0,3643.52,MASUK,10.0,3643.52
D0000184,DIVOLTAR 50MG,STRIP,2021-05-25,1.11-210525.1629-006,10.0,3643.86,MASUK,10.0,3643.86
D0000184,DIVOLTAR 50MG,STRIP,2021-06-02,1.11-210602.1620-003,5.0,3643.44,MASUK,5.0,3643.44
D0000184,DIVOLTAR 50MG,STRIP,2021-06-09,1.9-210609.1635-007,10.0,3643.89,MASUK,10.0,3643.89
D0000184,DIVOLTAR 50MG,STRIP,2021-06-16,1.9-210616.1618-003,10.0,3643.74,MASUK,10.0,3643.74
D0000184,DIVOLTAR 50MG,STRIP,2021-07-14,1.13-210714.1533-008,15.0,3643.36,MASUK,15.0,3643.36
D0000184,DIVOLTAR 50MG,STRIP,2021-08-04,1.11-210804.1457-001,10.0,3643.65,MASUK,10.0,3643.65
D0000184,DIVOLTAR 50MG,STRIP,2021-08-25,1.13-210825.1417-004,10.0,3643.2,MASUK,10.0,3643.2
D0000184,DIVOLTAR 50MG,STRIP,2021-09-15,1.11-210915.1503-001,5.0,3643.61,MASUK,5.0,3643.61
D0000184,DIVOLTAR 50MG,STRIP,2021-09-29,1.11-210929.1729-004,10.0,3643.58,MASUK,10.0,3643.58
D0000184,DIVOLTAR 50MG,STRIP,2021-10-06,1.11-211006.1241-003,10.0,3643.8,MASUK,10.0,3643.8
D0000184,DIVOLTAR 50MG,STRIP,2021-10-27,1.11-211027.1230-004,5.0,3643.49,MASUK,5.0,3643.49
D0000184,DIVOLTAR 50MG,STRIP,2021-11-03,1.11-211103.1356-003,10.0,3643.48,MASUK,10.0,3643.48
D0000184,DIVOLTAR 50MG,STRIP,2021-11-18,1.13-211118.1723-004,10.0,3643.92,MASUK,10.0,3643.92
D0000184,DIVOLTAR 50MG,STRIP,2021-11-24,1.12-211124.1138-004,5.0,3643.34,MASUK,5.0,3643.34
D0000184,DIVOLTAR 50MG,STRIP,2021-12-08,1.11-211208.1450-007,5.0,3643.7,MASUK,5.0,3643.7
D0000184,DIVOLTAR 50MG,STRIP,2021-12-15,1.12-211215.1619-002,10.0,3643.31,MASUK,10.0,3643.31
D0000184,DIVOLTAR 50MG,STRIP,2021-12-29,1.11-211229.1453-006,10.0,3643.58,MASUK,10.0,3643.58
D0000187,DUREX EXTRASACE 12'S,BOX,2021-04-08,1.12-210408.1548-003,1.0,61622.81,MASUK,1.0,61622.81
D0000187,DUREX EXTRASACE 12'S,BOX,2021-06-17,1.13-210617.1724-006,1.0,61613.43,MASUK,1.0,61613.43
D0000189,DEGIROL STRIP,STRIP,2021-03-24,1.12-210324.1300-007,10.0,10872.31,MASUK,10.0,10872.31
D0000189,DEGIROL STRIP,STRIP,2021-04-07,1.11-210407.1353-008,10.0,10872.4,MASUK,10.0,10872.4
D0000189,DEGIROL STRIP,STRIP,2021-04-21,1.12-210421.1409-008,10.0,10872.12,MASUK,10.0,10872.12
D0000189,DEGIROL STRIP,STRIP,2021-06-09,1.11-210609.1300-003,10.0,11143.45,MASUK,10.0,11143.45
D0000189,DEGIROL STRIP,STRIP,2021-07-06,1.13-210706.0849-002,10.0,11803.71,MASUK,10.0,11803.71
D0000189,DEGIROL STRIP,STRIP,2021-07-21,1.11-210721.1854-003,10.0,11371.12,MASUK,10.0,11371.12
D0000189,DEGIROL STRIP,STRIP,2021-08-12,1.11-210812.1236-001,10.0,11260.0,MASUK,10.0,11260.0
D0000189,DEGIROL STRIP,STRIP,2021-08-12,1.11-210812.1310-007,10.0,11143.62,MASUK,10.0,11143.62
D0000189,DEGIROL STRIP,STRIP,2021-10-25,1.13-211025.1343-001,10.0,11371.91,MASUK,10.0,11371.91
D0000189,DEGIROL STRIP,STRIP,2021-11-10,1.11-211110.1628-003,10.0,11143.4,MASUK,10.0,11143.4
D0000189,DEGIROL STRIP,STRIP,2021-12-04,1.11-211204.1630-005,10.0,11143.71,MASUK,10.0,11143.71
D0000191,DOT RELIABLE 240ML,BTL,2021-04-04,1.11-210404.1558-001,2.0,19536.46,MASUK,2.0,19536.46
D0000191,DOT RELIABLE 240ML,BTL,2021-05-29,1.11-210529.1845-008,2.0,19539.83,MASUK,2.0,19539.83
D0000191,DOT RELIABLE 240ML,BTL,2021-08-21,1.11-210821.1627-004,2.0,19538.82,MASUK,2.0,19538.82
D0000192,DOT RELIABLE 125ML,BTL,2021-04-04,1.11-210404.1558-001,2.0,17952.42,MASUK,2.0,17952.42
D0000192,DOT RELIABLE 125ML,BTL,2021-08-21,1.11-210821.1627-004,2.0,17954.59,MASUK,2.0,17954.59
D0000192,DOT RELIABLE 125ML,BTL,2021-12-25,1.9-211225.2041-003,3.0,17952.4,MASUK,3.0,17952.4
D0000194,DRAGON MIYAK SEREH 60ML,BTL,2021-04-04,1.11-210404.1558-001,2.0,12100.29,MASUK,2.0,12100.29
D0000194,DRAGON MIYAK SEREH 60ML,BTL,2021-07-07,1.11-210707.1714-013,3.0,12100.93,MASUK,3.0,12100.93
D0000194,DRAGON MIYAK SEREH 60ML,BTL,2021-08-21,1.11-210821.1627-004,3.0,12101.75,MASUK,3.0,12101.75
D0000194,DRAGON MIYAK SEREH 60ML,BTL,2021-12-04,1.11-211204.1618-004,3.0,12102.7,MASUK,3.0,12102.7
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-03-24,1.12-210324.1258-006,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-04-04,1.11-210404.1558-001,2.0,6710.16,MASUK,2.0,6710.16
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-05-05,1.12-210505.1852-003,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-06-30,1.11-210630.1328-008,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-07-21,1.11-210721.2012-008,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-08-25,1.11-210825.1746-007,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-09-22,1.13-210922.1840-010,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-10-21,1.11-211021.1111-001,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-11-17,1.11-211117.1246-005,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-12-04,1.11-211204.1618-004,3.0,6711.5,MASUK,3.0,6711.5
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-12-04,1.11-211204.1644-006,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-12-15,1.11-211215.1523-003,1.0,104537.84,MASUK,1.0,104537.84
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-12-27,1.11-211227.1250-001,1.0,104500.0,MASUK,1.0,104500.0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,2021-12-29,1.11-211229.1501-008,1.0,104500.72,MASUK,1.0,104500.72
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-02-26,1.13-210226.1831-001,1.0,9905.21,MASUK,1.0,9905.21
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-03-12,1.13-210312.1625-001,3.0,18924.57,MASUK,3.0,18924.57
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-07-01,1.12-210701.1919-001,1.0,9901.16,MASUK,1.0,9901.16
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-07-07,1.11-210707.1714-013,3.0,18921.45,MASUK,3.0,18921.45
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-09-11,1.11-210911.1901-004,3.0,18925.9,MASUK,3.0,18925.9
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-10-23,1.11-211023.2047-008,3.0,18927.21,MASUK,3.0,18927.21
D0000198,DRAGON MINYAK SEREH 100ML,BTL,2021-12-27,1.11-211227.1528-003,1.0,9901.42,MASUK,1.0,9901.42
D0000204,DICOM TAB,STRIP,2021-01-28,1.11-210128.0310-002,10.0,16010.0,MASUK,10.0,16010.0
D0000204,DICOM TAB,STRIP,2021-12-16,1.13-211216.1803-001,30.0,14520.0,MASUK,30.0,14520.0
D0000208,DETTOL HAND SANITIZER 50ML,BTL,2021-07-14,1.13-210714.1414-001,6.0,11342.19,MASUK,6.0,11342.19
D0000208,DETTOL HAND SANITIZER 50ML,BTL,2021-07-26,1.12-210726.1553-001,2.0,27500.34,MASUK,2.0,27500.34
D0000208,DETTOL HAND SANITIZER 50ML,BTL,2021-12-27,1.11-211227.1528-003,1.0,27503.94,MASUK,1.0,27503.94
D0000211,DIABETASOL STEVIA 50'S,BOX,2021-01-11,1.11-210111.0023-001,2.0,31799.04,MASUK,2.0,31799.04
D0000212,DUREX LOVE 12'S,PCS,2021-04-02,1.9-210402.1943-002,1.0,29745.78,MASUK,1.0,29745.78
D0000212,DUREX LOVE 12'S,PCS,2021-04-08,1.12-210408.1548-003,1.0,29722.0,MASUK,1.0,29722.0
D0000212,DUREX LOVE 12'S,PCS,2021-06-17,1.13-210617.1724-006,2.0,29717.48,MASUK,2.0,29717.48
D0000212,DUREX LOVE 12'S,PCS,2021-10-01,1.12-211001.1046-003,2.0,29722.35,MASUK,2.0,29722.35
D0000212,DUREX LOVE 12'S,PCS,2021-12-02,1.11-211202.1744-012,2.0,29750.0,MASUK,2.0,29750.0
D0000213,DAMABEN PAED DROPS,BTL,2021-04-09,1.11-210409.1307-004,1.0,15100.0,MASUK,1.0,15100.0
D0000214,DIABETASOL WAFER CKLAT 100GR,BOX,2021-06-21,1.11-210621.1824-004,1.0,16321.25,MASUK,1.0,16321.25
D0000215,DAPYRIN SYR 60ML,BTL,2021-07-22,1.11-210722.1821-001,1.0,11000.16,MASUK,1.0,11000.16
D0000215,DAPYRIN SYR 60ML,BTL,2021-08-18,1.11-210818.2006-009,12.0,4000.0,MASUK,12.0,4000.0
D0000215,DAPYRIN SYR 60ML,BTL,2021-11-17,1.11-211117.1248-006,1.0,71832.31,MASUK,1.0,71832.31
D000023,DOT SILICON M,PCS,2021-05-19,1.13-210519.1907-004,1.0,10500.01,MASUK,1.0,10500.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-01-13,1.6-210113.0426-004,200.0,149.0,MASUK,200.0,149.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-01-27,1.11-210127.0356-002,200.0,150.0,MASUK,200.0,150.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-02-10,1.9-210210.1310-005,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-02-24,1.12-210224.1121-003,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-03-10,1.11-210310.1223-005,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-03-17,1.12-210317.1108-003,100.0,150.02,MASUK,100.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-03-24,1.11-210324.1210-003,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-04-07,1.11-210407.1300-002,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-04-21,1.12-210421.1330-003,300.0,150.03,MASUK,300.0,150.03
D000209,DETTOL SABUN CUCI TGN,BTL,2021-04-21,1.12-210421.1330-003,36.0,2594.2,MASUK,36.0,2594.2
D000209,DETTOL SABUN CUCI TGN,BTL,2021-04-28,1.9-210428.1044-002,100.0,150.01,MASUK,100.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-05-05,1.13-210505.1754-004,200.0,150.0,MASUK,200.0,150.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-05-19,1.12-210519.1348-007,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-05-25,1.11-210525.1629-006,200.0,150.03,MASUK,200.0,150.03
D000209,DETTOL SABUN CUCI TGN,BTL,2021-06-16,1.9-210616.1618-003,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-06-25,1.11-210625.1349-004,200.0,150.03,MASUK,200.0,150.03
D000209,DETTOL SABUN CUCI TGN,BTL,2021-06-30,1.11-210630.1318-006,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-07-14,1.13-210714.1414-001,2.0,21062.97,MASUK,2.0,21062.97
D000209,DETTOL SABUN CUCI TGN,BTL,2021-07-14,1.13-210714.1533-008,300.0,150.01,MASUK,300.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-07-21,1.11-210721.2007-007,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-08-04,1.11-210804.1457-001,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-08-11,1.11-210811.1234-003,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-08-25,1.13-210825.1417-004,300.0,150.0,MASUK,300.0,150.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-09-01,1.11-210901.1209-002,200.0,150.0,MASUK,200.0,150.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-09-09,1.13-210909.1214-001,36.0,2831.99,MASUK,36.0,2831.99
D000209,DETTOL SABUN CUCI TGN,BTL,2021-09-15,1.11-210915.1503-001,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-09-23,1.9-210923.0858-003,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-09-29,1.11-210929.1729-004,100.0,150.02,MASUK,100.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-10-06,1.11-211006.1241-003,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-10-21,1.12-211021.1713-002,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-10-27,1.11-211027.1230-004,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-11-03,1.11-211103.1356-003,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-11-10,1.11-211110.1642-004,200.0,150.0,MASUK,200.0,150.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-11-18,1.13-211118.1723-004,200.0,150.03,MASUK,200.0,150.03
D000209,DETTOL SABUN CUCI TGN,BTL,2021-11-24,1.12-211124.1138-004,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-12-01,1.12-211201.1159-002,200.0,150.0,MASUK,200.0,150.0
D000209,DETTOL SABUN CUCI TGN,BTL,2021-12-08,1.11-211208.1450-007,200.0,150.02,MASUK,200.0,150.02
D000209,DETTOL SABUN CUCI TGN,BTL,2021-12-22,1.11-211222.1949-009,200.0,150.01,MASUK,200.0,150.01
D000209,DETTOL SABUN CUCI TGN,BTL,2021-12-29,1.11-211229.1453-006,300.0,150.02,MASUK,300.0,150.02
